SK_ID_CURR,EXT_SOURCE_3,EXT_SOURCE_2,BURO_DAYS_CREDIT_MEAN,BURO_CREDIT_ACTIVE_Closed_MEAN,DAYS_BIRTH,BURO_CREDIT_ACTIVE_Active_MEAN,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,DAYS_EMPLOYED,PREV_CODE_REJECT_REASON_XAP_MEAN,BURO_DAYS_CREDIT_UPDATE_MEAN,DAYS_EMPLOYED_PERC,PREV_NAME_CONTRACT_STATUS_Approved_MEAN,ACTIVE_DAYS_CREDIT_MEAN,CLOSED_DAYS_CREDIT_MEAN,REGION_RATING_CLIENT_W_CITY,PREV_CODE_REJECT_REASON_HC_MEAN,PREV_NAME_PRODUCT_TYPE_walk-in_MEAN,DAYS_LAST_PHONE_CHANGE,REGION_RATING_CLIENT,CODE_GENDER,TARGET
252197,0.3622772470384314,0.6378613150428755,-821.2727272727273,0.4545454545454545,-21864.0,0.5454545454545454,0.0,-3287.5,0.8571428571428571,-456.27272727272725,0.1499021528267534,0.5714285714285714,-347.5,-1389.8,1.0,0.0,0.0,-960.0,1.0,1.0,0.0
295717,0.6296742509538716,0.4930320427862425,-541.0,0.0,-18393.0,1.0,0.0,-4475.0,1.0,-33.0,0.243299081172185,1.0,-541.0,-658.2833333333334,2.0,0.0,0.0,-50.0,2.0,0.0,0.0
324219,0.7121551551910698,0.3496412917563016,-424.0,0.3333333333333333,-16665.0,0.6666666666666666,0.4,-7216.0,0.6,-70.0,0.433003300330033,0.4,-283.5,-705.0,3.0,0.0,0.0,-1506.0,3.0,1.0,0.0
407050,0.6610235391308081,0.5778249857903226,-547.5,0.0,-19033.0,1.0,0.0,-10731.0,1.0,-37.0,0.5638102243471864,0.75,-547.5,-748.8333333333333,2.0,0.0,0.0,-253.0,2.0,1.0,0.0
359191,0.6674577419214722,0.7266747434747208,-1235.142857142857,0.5714285714285714,-19914.0,0.4285714285714285,0.0,-4012.3,1.0,-461.4285714285714,0.2003689365883063,1.0,-756.0,-1594.5,2.0,0.0,0.0,-1370.0,2.0,1.0,0.0
292518,0.5823638482855857,0.4627702877455316,-1389.8181818181818,0.8181818181818182,-16533.0,0.1818181818181818,0.0,-182.0,1.0,-1096.0,0.0110082864573882,1.0,-515.0,-1584.2222222222222,2.0,0.0,0.0,-511.0,2.0,0.0,1.0
258934,0.5726825047161584,0.217682316412231,-1259.0,0.5,-15593.0,0.5,0.0,-3512.0,1.0,-750.75,0.2252292695440261,1.0,-696.0,-1822.0,3.0,0.0,0.0,-1581.0,3.0,1.0,0.0
137280,0.7136313997323308,0.4659303964529206,-1352.3333333333333,0.6666666666666666,-17209.0,0.3333333333333333,0.0,-1248.0,1.0,-344.6666666666667,0.072520192922308,0.7142857142857143,-880.3333333333334,-1588.3333333333333,2.0,0.0,0.0,-1791.0,2.0,0.0,0.0
292094,0.524496446363472,0.058354647009655,-439.75,0.75,-10284.0,0.25,0.0,-2986.0,1.0,-259.25,0.2903539478802022,1.0,-2.0,-585.6666666666666,3.0,0.0,0.0,0.0,3.0,1.0,0.0
240695,0.2458512138252296,0.6507995876182993,-847.4,0.6,-15437.0,0.4,0.0,-3076.0,1.0,-322.6,0.1992615145429811,1.0,-671.5,-964.6666666666666,2.0,0.0,0.0,-752.0,2.0,0.0,0.0
332397,0.1951984060044098,0.6725390879516568,-1003.6842105263158,0.3157894736842105,-14087.0,0.6842105263157895,0.0,-4430.0,1.0,-556.0,0.3144743380421665,1.0,-556.3846153846154,-1972.8333333333333,2.0,0.0,0.5,-1141.0,2.0,0.0,0.0
135574,0.326475210066026,0.7147654865965135,-106.5,0.5,-15028.0,0.5,0.0833333333333333,-1364.0,0.9166666666666666,-54.5,0.0907639073729039,0.3333333333333333,-95.0,-118.0,2.0,0.0833333333333333,0.0,-401.0,2.0,0.0,0.0
378469,0.5280927512030451,0.561336118307776,-837.0,0.625,-12904.0,0.375,0.6,-2885.0,0.4,-301.5,0.2235740855548667,0.1,-462.0,-1062.0,2.0,0.6,0.0,-309.0,3.0,0.0,0.0
431076,0.5691487713619409,0.7117331793633904,-1072.076923076923,0.3076923076923077,-18478.0,0.6923076923076923,0.1666666666666666,-1948.0,0.8333333333333334,-272.3076923076923,0.1054226647905617,0.5,-942.1111111111112,-1364.5,1.0,0.1666666666666666,0.0,-1749.0,1.0,1.0,0.0
417364,0.6674577419214722,0.5161673226941433,-1342.7,0.8,-11211.0,0.2,0.5,-1000.0,0.5,-898.5,0.0891981090000892,0.5,-1115.5,-1399.5,2.0,0.0,0.0,-2471.0,2.0,1.0,0.0
437086,0.4118485559242397,0.4774662138478004,-630.4285714285714,0.4285714285714285,-21541.0,0.5714285714285714,0.0,-3594.2,1.0,-241.28571428571428,0.1673012979227812,0.5,-530.5,-763.6666666666666,1.0,0.0,0.0,-228.0,1.0,1.0,0.0
388630,0.6832688314232291,0.6639831030757417,-1327.4166666666667,0.5833333333333334,-11906.0,0.4166666666666667,0.0,-4123.0,1.0,-585.1666666666666,0.3462959852175373,1.0,-1046.4,-1528.142857142857,3.0,0.0,0.0,-3163.0,3.0,1.0,0.0
236617,0.8193176922872417,0.7126027879031421,-1296.4,1.0,-19937.0,0.0,0.0,-2445.0,1.0,-586.2,0.12263630435873,0.75,-802.7625,-1296.4,2.0,0.0,0.0,-2156.0,2.0,1.0,0.0
258676,0.8027454758994178,0.5759461432935643,-1338.7142857142858,0.4285714285714285,-17437.0,0.5714285714285714,0.2,-4960.0,0.8,-754.4285714285714,0.2844526007914205,0.8,-844.5,-1997.6666666666667,2.0,0.2,0.2,-1248.0,2.0,1.0,0.0
235242,0.4223696523543468,0.7314176537577882,-1513.7777777777778,0.4444444444444444,-16967.0,0.5555555555555556,0.0,-4149.0,1.0,-314.3333333333333,0.2445335062179525,1.0,-1109.6,-2019.0,1.0,0.0,0.0,-1640.0,1.0,1.0,0.0
282386,0.5656079814115492,0.1942151121136184,-579.0,0.25,-9752.0,0.75,0.5,-1673.0,0.5,-136.5,0.1715545529122231,0.5,-495.6666666666667,-829.0,2.0,0.5,0.0,-1563.0,2.0,0.0,1.0
407527,0.5602843280409464,0.6320171780452335,-1106.111111111111,0.7777777777777778,-12591.0,0.2222222222222222,0.0,-2679.0,1.0,-766.1111111111111,0.2127710269239933,1.0,-727.0,-1214.428571428571,2.0,0.0,0.0,-322.0,2.0,1.0,0.0
199434,0.4561097392782771,0.4027278368895341,-1914.6,0.6,-11589.0,0.4,0.5555555555555556,-194.0,0.4444444444444444,-891.8,0.016740012080421,0.4444444444444444,-1625.5,-2107.333333333333,2.0,0.4444444444444444,0.2222222222222222,0.0,2.0,1.0,0.0
331457,0.8193176922872417,0.6670400988464484,-1479.5,1.0,-20515.0,0.0,0.0,-2262.8,1.0,-725.5,0.1107270146289358,0.5,-911.3366666666668,-1479.5,2.0,0.0,0.0,-997.0,2.0,1.0,0.0
213556,0.5298898341969072,0.6927904149816306,-829.25,0.8333333333333334,-13014.0,0.1666666666666666,0.1,-1052.0,0.8,-475.6666666666667,0.0808360227447364,0.8,-383.5,-918.4,1.0,0.1,0.2,-1818.0,1.0,0.0,0.0
379900,0.4848514754962666,0.6523980998478499,-1395.4,0.6,-9771.0,0.4,0.2142857142857142,-237.0,0.7857142857142857,-566.4,0.0242554498004298,0.5,-1014.5,-1649.3333333333333,2.0,0.0714285714285714,0.2142857142857142,-2200.0,2.0,1.0,0.0
211040,0.4992720153045617,0.4088389007556784,-739.2307692307693,0.7692307692307693,-11135.0,0.2307692307692307,0.4117647058823529,-730.0,0.5882352941176471,-472.0769230769231,0.0655590480466996,0.2352941176470588,-681.6666666666666,-756.5,2.0,0.2941176470588235,0.0588235294117647,-792.0,2.0,1.0,0.0
311869,0.3606125659189888,0.4587660131376079,-860.0,0.75,-13822.0,0.25,0.1666666666666666,-1385.0,0.6666666666666666,-445.625,0.1002025756041093,0.5,-330.5,-1036.5,2.0,0.0,0.1666666666666666,-1292.0,2.0,1.0,0.0
122898,0.4776491548517548,0.0949660722623438,-888.625,0.375,-20036.0,0.625,0.0,-4148.0,1.0,-278.25,0.206467078028684,0.8,-503.2,-1531.0,2.0,0.0,0.1,-2302.0,2.0,1.0,0.0
359935,0.2512394458905693,0.2654566974091764,-449.0,0.0,-19852.0,1.0,0.0,-2321.0,1.0,-18.0,0.1169151722748337,1.0,-449.0,-566.9999999999999,2.0,0.0,0.25,0.0,2.0,1.0,0.0
447356,0.4992720153045617,0.5717857510961742,-528.5,0.0,-8250.0,1.0,0.0,-808.0,1.0,-12.0,0.0979393939393939,1.0,-528.5,-520.275,2.0,0.0,0.0,-411.0,2.0,0.0,0.0
252430,0.5334816299804352,0.6056414522273424,-1294.111111111111,0.3333333333333333,-20791.0,0.6666666666666666,0.25,-2791.0,0.75,-611.0,0.134240777259391,0.5,-1051.3333333333333,-1779.6666666666667,2.0,0.25,0.0,-15.0,2.0,1.0,0.0
373077,0.6178261467332483,0.3970865100209789,-1145.5,0.75,-16490.0,0.25,0.0,-4065.0,1.0,-765.375,0.2465130382049727,1.0,-621.5,-1320.1666666666667,3.0,0.0,0.0,-2200.0,3.0,1.0,0.0
118147,0.8106180215523969,0.2212785163674449,-1807.0,1.0,-18969.0,0.0,0.0,-2802.9,1.0,-1155.0,0.1477000071739722,1.0,-1198.2333333333331,-1807.0,2.0,0.0,0.0,-727.0,2.0,1.0,0.0
223435,0.248535557339522,0.2544818918265612,-1184.5,0.5,-10562.0,0.5,0.1666666666666666,-754.0,0.8333333333333334,-794.25,0.0713879946979738,0.5,-584.5,-1784.5,2.0,0.1666666666666666,0.0833333333333333,0.0,2.0,0.0,0.0
157069,0.2445163919946749,0.6159340103505939,-966.4444444444443,0.4444444444444444,-19967.0,0.5555555555555556,0.0,-7817.0,1.0,-378.3333333333333,0.3914959683477738,0.6666666666666666,-687.2,-1315.5,2.0,0.0,0.0,-822.0,2.0,1.0,0.0
226087,0.3360615207658242,0.5769445553350705,-696.6153846153846,0.5384615384615384,-13798.0,0.4615384615384615,0.0,-1400.0,1.0,-522.4615384615385,0.1014639802869981,0.8571428571428571,-424.1666666666667,-930.1428571428572,2.0,0.0,0.0,-1871.0,2.0,1.0,0.0
356780,0.1798217650897043,0.5757271569343216,-1551.5,0.5,-18310.0,0.5,0.0,-2707.5,1.0,-435.5,0.1485841045774735,1.0,-1194.0,-1909.0,2.0,0.0,0.0,-1451.0,2.0,0.0,1.0
229796,0.622922000268356,0.141239846172523,-1369.3333333333333,0.5,-13943.0,0.5,0.0,-2019.0,1.0,-339.5,0.1448038442229075,1.0,-88.0,-2650.6666666666665,3.0,0.0,0.0,0.0,3.0,1.0,0.0
245305,0.5531646987710016,0.5465431022049997,-1246.1666666666667,0.5,-11266.0,0.5,0.0,-846.0,0.8,-848.0,0.0750932007811113,0.8,-696.0,-1796.3333333333333,2.0,0.0,0.0,-2252.0,2.0,0.0,0.0
418080,0.5620604831738043,0.5807135592328089,-1515.764705882353,0.7058823529411765,-15258.0,0.2941176470588235,0.0,-7406.0,1.0,-972.7647058823528,0.4853847162144449,1.0,-814.0,-1808.1666666666667,2.0,0.0,0.0,-1612.0,3.0,1.0,0.0
143565,0.7544061731797895,0.5377009714330601,-1021.0,1.0,-10995.0,0.0,0.0,-2644.0,1.0,-1003.0,0.2404729422464756,1.0,-524.9107142857142,-1021.0,2.0,0.0,1.0,-575.0,2.0,0.0,0.0
123388,0.5531646987710016,0.7451806233063148,-1528.5,0.6666666666666666,-17161.0,0.3333333333333333,0.0,-5391.0,1.0,-696.6666666666666,0.3141425324864518,0.8,-1309.0,-1638.25,2.0,0.0,0.05,-1421.0,2.0,1.0,0.0
406261,0.4532195402201492,0.7607791123690761,-1801.1666666666667,1.0,-10790.0,0.0,0.0,-127.0,1.0,-1424.3333333333333,0.01177015755329,1.0,-901.6,-1801.1666666666667,2.0,0.0,0.4,-1079.0,2.0,1.0,0.0
123853,0.4543210601605785,0.5349166885772504,-1587.2941176470588,0.7058823529411765,-14679.0,0.2941176470588235,0.3076923076923077,-2994.0,0.6923076923076923,-1165.235294117647,0.2039648477416717,0.3846153846153846,-930.8,-1860.8333333333333,2.0,0.0769230769230769,0.0,-1719.0,2.0,1.0,0.0
125708,0.5549467685334323,0.5520326099898029,-516.3333333333334,0.0,-17902.0,1.0,0.0,-1493.9,1.0,-12.0,0.0838926822452901,0.2727272727272727,-516.3333333333334,-652.5833333333333,2.0,0.0,0.0,-380.0,2.0,1.0,0.0
347983,0.2910973802776635,0.5496899429045514,-703.0,0.6,-23714.0,0.4,0.0714285714285714,-3219.4,0.8571428571428571,-214.0,0.1360225239859866,0.5714285714285714,-690.5,-711.3333333333334,2.0,0.0714285714285714,0.0,-188.0,2.0,1.0,0.0
262019,0.5531646987710016,0.2734064364227784,-1572.1666666666667,0.8333333333333334,-19876.0,0.1666666666666666,0.0,-3994.0,1.0,-528.3333333333334,0.2009458643590259,1.0,-1318.0,-1623.0,2.0,0.0,0.0,-1925.0,2.0,1.0,0.0
118239,0.6195277080511546,0.2858978721410488,-1684.6666666666667,0.6666666666666666,-16066.0,0.3333333333333333,0.0,-5164.0,1.0,-1098.6666666666667,0.3214241254823851,1.0,-391.0,-2331.5,3.0,0.0,0.0,-2554.0,3.0,1.0,0.0
214331,0.3962195720630885,0.74170209906393,-91.0,0.0,-23820.0,1.0,0.0,-3923.8,1.0,-78.0,0.165865489082688,1.0,-91.0,-432.325,1.0,0.0,0.0,-1100.0,1.0,0.0,0.0
214635,0.8061492814355136,0.7074251241413702,-1063.0,1.0,-23375.0,0.0,0.0,-5015.2,1.0,-916.0,0.2140125730663622,1.0,-957.65,-1063.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0
364056,0.363945238612397,0.0273590224039259,-2094.25,0.5,-16723.0,0.5,0.3333333333333333,-3547.0,0.6666666666666666,-595.5,0.2121030915505591,0.3333333333333333,-1551.0,-2637.5,2.0,0.3333333333333333,0.0,-2638.0,2.0,1.0,1.0
119017,0.5513812618027899,0.1756508218287117,-1334.6,0.85,-13990.0,0.15,0.1666666666666666,-3101.0,0.8333333333333334,-833.9,0.2216583273766976,0.5,-1138.3333333333333,-1369.235294117647,2.0,0.1666666666666666,0.1666666666666666,0.0,2.0,0.0,0.0
452281,0.1614630800057724,0.6898645947923544,-1229.625,0.5,-15065.0,0.5,0.3571428571428571,-5185.0,0.6428571428571429,-399.25,0.3441752406239628,0.6428571428571429,-1301.5,-1157.75,2.0,0.2142857142857142,0.2142857142857142,-1980.0,2.0,0.0,0.0
294039,0.3457848024695955,0.6569906503575837,-1123.923076923077,0.6153846153846154,-15297.0,0.3846153846153846,0.0,-2452.0,1.0,-371.61538461538464,0.1602928678825913,1.0,-742.2,-1362.5,2.0,0.0,0.0,-416.0,2.0,1.0,0.0
230627,0.2940831009471255,0.4991873168064613,-168.66666666666666,0.0,-16812.0,1.0,0.75,-486.0,0.25,-18.0,0.0289079229122055,0.1666666666666666,-168.66666666666666,-380.1,3.0,0.5,0.3333333333333333,-328.0,3.0,0.0,1.0
172637,0.3139166772114369,0.5273427763678897,-316.4,0.6,-14432.0,0.4,0.0,-946.0,0.8,-145.6,0.0655487804878048,0.8,-176.0,-410.0,3.0,0.0,0.0,-1373.0,3.0,0.0,1.0
341142,0.6901264014746975,0.2384365184272632,-1080.0,0.75,-21712.0,0.25,0.1,-4679.5,0.9,-733.5,0.2162419073530096,0.9,-1491.0,-943.0,3.0,0.0,0.0,-1425.0,3.0,1.0,0.0
240478,0.191821602413606,0.6554169186049947,-1331.4,0.4,-18090.0,0.6,0.2307692307692307,-7904.0,0.7692307692307693,-618.3333333333334,0.4369264787175235,0.3846153846153846,-1047.5555555555557,-1757.1666666666667,2.0,0.1538461538461538,0.0,-2752.0,2.0,1.0,0.0
433030,0.3944954053123993,0.3111688661562623,-1445.5,0.75,-19395.0,0.25,0.0,-1477.0,1.0,-753.75,0.0761536478473833,0.5555555555555556,-1019.5,-1587.5,2.0,0.0,0.0,-2415.0,2.0,0.0,0.0
203949,0.6817058776720116,0.6331404156503074,-1642.0,1.0,-19272.0,0.0,0.0,-2893.0,1.0,-1581.0,0.1501141552511415,0.5,-852.5333333333334,-1642.0,2.0,0.0,0.0,-249.0,2.0,1.0,0.0
362026,0.6178261467332483,0.7372365231920063,-1352.6666666666667,1.0,-16826.0,0.0,0.0,-3105.0,1.0,-943.0,0.1845358373945085,0.8333333333333334,-820.8100000000001,-1352.6666666666667,2.0,0.0,0.0,0.0,3.0,1.0,0.0
161182,0.7874761977281463,0.6999751527518998,-1009.625,0.625,-18140.0,0.375,0.0,-1953.0,1.0,-476.5,0.1076626240352811,1.0,-556.6666666666666,-1281.4,1.0,0.0,0.0,-278.0,1.0,0.0,0.0
429262,0.4722533429586386,0.210300936442862,-439.6666666666667,1.0,-14859.0,0.0,0.4,-2566.0,0.6,-152.33333333333334,0.1726899522175112,0.6,-392.6333333333333,-439.6666666666667,2.0,0.4,0.0,0.0,2.0,1.0,0.0
432778,0.3556387169923543,0.7056523095974689,-1173.0,0.0,-14919.0,1.0,0.0,-6578.0,1.0,-261.0,0.440914270393458,1.0,-1173.0,-1380.2233333333336,2.0,0.0,0.0,-666.0,2.0,1.0,0.0
118962,0.5902333386185574,0.6525766030364993,-2860.0,0.0,-22815.0,1.0,0.0,-6225.0,1.0,-15.0,0.2741986305220616,0.5,-2860.0,-2573.2,2.0,0.0,0.0,-196.0,2.0,1.0,0.0
223848,0.807273923277881,0.8549996664047012,-265.0,0.0,-21438.0,1.0,0.0,-3038.0,1.0,-7.5,0.1417109805019125,1.0,-265.0,-420.5119047619048,2.0,0.0,0.1428571428571428,-977.0,2.0,0.0,0.0
101560,0.1500851762342935,0.4788576120005781,-279.77777777777777,0.5555555555555556,-16536.0,0.4444444444444444,0.7333333333333333,-378.0,0.2666666666666666,-91.88888888888889,0.0228592162554426,0.0666666666666666,-224.5,-324.0,1.0,0.4,0.4666666666666667,-380.0,1.0,1.0,0.0
149523,0.5495965024956946,0.6259855452043995,-1199.142857142857,0.7857142857142857,-18167.0,0.2142857142857142,0.0,-1322.0,1.0,-660.7142857142857,0.0727693069851929,0.5,-545.6666666666666,-1377.3636363636365,1.0,0.0,0.0,-7.0,1.0,1.0,0.0
453834,0.6195277080511546,0.1542654241327621,-989.5714285714286,0.8571428571428571,-21575.0,0.1428571428571428,0.0,-2026.7,1.0,-573.5714285714286,0.0944134967361424,0.6666666666666666,-329.0,-1099.6666666666667,2.0,0.0,0.3333333333333333,-663.0,2.0,1.0,0.0
271615,0.4436153084085652,0.6730108718617435,-1573.0,0.5,-12667.0,0.5,0.1666666666666666,-2436.0,0.6666666666666666,-1085.8333333333333,0.1923107286650351,0.6666666666666666,-1392.3333333333333,-1753.6666666666667,2.0,0.1666666666666666,0.0,-2210.0,2.0,1.0,0.0
302052,0.6212263380626669,0.6957471002419962,-738.0,0.3333333333333333,-13466.0,0.6666666666666666,0.3333333333333333,-1062.0,0.6666666666666666,-347.1666666666667,0.0788652903609089,0.1666666666666666,-483.5,-1247.0,2.0,0.3333333333333333,0.0,-1593.0,2.0,1.0,0.0
274037,0.5867400085415683,0.4657399484710892,-467.0,0.3333333333333333,-14511.0,0.6666666666666666,0.0,-2078.0,1.0,-37.66666666666666,0.1432017090483081,1.0,-481.5,-438.0,3.0,0.0,0.0,-2397.0,3.0,1.0,0.0
269627,0.1951984060044098,0.4596131670848855,-1342.357142857143,0.7142857142857143,-12048.0,0.2857142857142857,0.0,-1013.0,1.0,-530.2142857142857,0.0840803452855245,1.0,-502.0,-1678.5,2.0,0.0,0.0,-1444.0,2.0,0.0,0.0
310740,0.0005272652387098,0.6650117637239039,-1814.0,0.8571428571428571,-22702.0,0.1428571428571428,0.6,-5333.6,0.4,-1043.142857142857,0.2360094571306229,0.2,-482.0,-2036.0,2.0,0.6,0.0,-1570.0,2.0,1.0,0.0
207667,0.7662336700704004,0.6641196976126393,-1328.0,0.75,-14209.0,0.25,0.0,-4698.0,1.0,-933.5,0.3306355127032163,1.0,-304.0,-1669.3333333333333,2.0,0.0,0.0,-2275.0,2.0,1.0,0.0
164875,0.4276573700350293,0.2620553359511834,-59.0,0.0,-19341.0,1.0,0.0,-1818.2,1.0,-29.0,0.0936412710536466,0.5,-59.0,-299.91666666666663,2.0,0.0,0.0,-229.0,2.0,1.0,0.0
203665,0.5474751401077721,0.6971524813738856,-1165.3333333333333,0.3333333333333333,-10244.0,0.6666666666666666,0.0,-2017.0,1.0,-557.6666666666666,0.1968957438500585,0.6153846153846154,-1059.0,-1378.0,2.0,0.0,0.0769230769230769,-1437.0,3.0,1.0,0.0
401673,0.0005272652387098,0.6893028831783929,-1561.0,0.0,-9858.0,0.0,0.5,-1216.0,0.5,-12.0,0.1233515926151349,0.5,-1168.8416666666667,-1498.1,2.0,0.0,0.0,-1049.0,2.0,0.0,0.0
283834,0.7713615919194317,0.0609673500164187,-989.75,0.75,-23586.0,0.25,0.0,-1417.5,1.0,-706.5,0.0601866328812572,1.0,-74.0,-1295.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0
413247,0.3979463219016906,0.5769712422572617,-1306.25,0.75,-11609.0,0.25,0.5277777777777778,-1056.0,0.4444444444444444,-692.375,0.0909639073132914,0.0277777777777777,-238.5,-1662.1666666666667,2.0,0.0833333333333333,0.25,-266.0,2.0,0.0,0.0
341900,0.5064842396679806,0.1274902646353398,-913.5,0.75,-13008.0,0.25,0.0,-1527.0,1.0,-432.75,0.1173892988929889,1.0,-347.0,-1102.3333333333333,3.0,0.0,0.0,0.0,3.0,0.0,0.0
106620,0.4290006438090692,0.6227647855996732,-396.0,1.0,-21650.0,0.0,0.0,-1386.0,1.0,-210.0,0.0640184757505773,1.0,-376.0,-396.0,2.0,0.0,1.0,-392.0,2.0,0.0,0.0
311022,0.5762088360175724,0.7573759071236235,-1105.0,0.5555555555555556,-19611.0,0.4444444444444444,0.0,-7349.0,1.0,-542.2222222222222,0.3747386670746009,1.0,-698.25,-1430.4,2.0,0.0,0.0,-1533.0,2.0,1.0,0.0
166448,0.3926394364952364,0.481832457186557,-215.0,0.0,-16009.0,1.0,0.0,-3621.0,1.0,-181.0,0.2261852707851833,1.0,-215.0,-586.2666666666667,2.0,0.0,0.0,-6.0,2.0,0.0,0.0
149615,0.656158373001177,0.4747717347711582,-2240.75,1.0,-21433.0,0.0,0.0,-2529.5,1.0,-2055.0,0.1183542838091152,0.8333333333333334,-1351.95,-2240.75,1.0,0.0,0.0,-439.0,1.0,1.0,0.0
